ticker,shortName,sector,marketCap,previousClose,open,dayHigh,dayLow,volume,averageVolume,beta,trailingPE,forwardPE,priceToBook,fiftyTwoWeekHigh,fiftyTwoWeekLow,dividendYield,returnOnEquity
ESS,"Essex Property Trust, Inc.",Real Estate,19552083968,287.06,286.05,289.89,283.085,294675,441245,0.791,27.096651,47.036545,3.2717485,317.73,243.85,3.58,0.12810999
EL,"Estee Lauder Companies, Inc. (T",Consumer Defensive,33284253696,90.4,90.38,93.09,90.26,3659047,4133096,1.167,,34.266666,7.660208,103.44,48.37,1.55,-0.15976
EG,"Everest Group, Ltd.",Financial Services,14093873152,336.86,335.38,337.3,330.51,198377,397231,0.504,16.726402,4.984956,0.99592435,407.3,320.0,2.37,0.06122
EVRG,"Evergy, Inc.",Utilities,15729021952,69.8,69.9,69.8,68.34,1749555,2407255,0.476,17.989473,16.920792,1.5838373,70.36,56.97,3.83,0.09047
ES,Eversource Energy (D/B/A),Utilities,23946153984,66.62,66.48,66.57,64.98,1695077,2485657,0.636,28.587719,13.6359825,1.5605623,69.01,52.28,4.52,0.05617
EXC,Exelon Corporation,Utilities,43824128000,43.99,43.91,43.93,43.2501,5676695,6381888,0.467,16.137547,16.505703,1.587435,48.11,35.94,3.64,0.10099
EXE,Expand Energy Corporation,Energy,23352879104,98.17,98.36,98.45,96.81,3301566,3133408,0.464,,23.14387,1.3555739,123.345,69.12,2.34,-0.07096
EXPE,"Expedia Group, Inc.",Consumer Cyclical,23791966208,187.34,187.53,188.84,186.12,1273697,1892721,1.577,22.360813,13.033426,22.302193,207.73,110.2,0.85,0.52188
EXPD,Expeditors International of Was,Industrials,15798321152,116.7,115.99,116.61,115.07,858919,1279113,1.057,19.16279,21.442379,6.90076,131.59,100.47,1.32,0.37695
EXR,Extra Space Storage Inc,Real Estate,32860303360,150.86,150.02,150.68,148.19,715414,1015072,1.108,34.490696,31.027195,2.2665586,184.87,121.03,4.3,0.063930005
XOM,Exxon Mobil Corporation,Energy,480266321920,110.4,111.0,112.1078,110.84,9558800,16869729,0.469,14.779841,14.160102,1.8280541,126.34,97.8,3.59,0.14302
FFIV,"F5, Inc.",Technology,17323094016,299.37,299.54,302.01,298.7,356479,441567,1.002,28.617647,19.586365,5.2715006,313.0,184.81,,0.19892
FDS,FactSet Research Systems Inc.,Financial Services,15657309184,419.54,417.54,419.215,413.7,184975,343506,0.834,29.92341,22.170237,7.2749314,499.87,391.69,1.05,0.26346
FICO,Fair Isaac Corporation,Technology,36846759936,1532.52,1529.51,1536.96,1510.93,187474,317286,1.285,64.99484,40.72451,-32.79382,2402.52,1477.12,,
FAST,Fastenal Company,Industrials,53709553664,47.75,47.55,47.615,46.76,5636337,6073447,0.958,45.0,21.369862,14.104882,48.1,32.045,1.84,0.32564998
FRT,Federal Realty Investment Trust,Real Estate,8095220224,94.24,94.14,94.29,93.11,551668,690021,1.107,26.778736,30.355051,2.6510582,118.34,80.65,4.67,0.094469994
FDX,FedEx Corporation,Industrials,57184280576,243.2,240.37,244.39,239.445,1367904,2109577,1.356,14.420584,10.655385,2.0550535,308.53,194.3,2.38,0.14705
FIS,Fidelity National Information S,Technology,42993074176,81.94,81.41,82.17,81.08,1219718,3053911,1.073,52.121017,14.330998,2.8572927,91.98,66.51,1.95,0.05246
FITB,Fifth Third Bancorp,Financial Services,28397705216,42.84,42.68,43.02,42.255,3006570,5024586,0.925,13.249221,11.652054,1.4940106,49.07,32.25,3.45,0.11569
FSLR,"First Solar, Inc.",Technology,19687854080,185.32,180.05,184.8899,180.315,2620624,4978626,1.515,15.5972805,8.800575,2.4046736,262.72,116.56,,0.16766001
FE,FirstEnergy Corp.,Utilities,23900028928,41.94,41.87,41.93,41.38,3657483,4457036,0.365,22.026596,14.328719,1.9018095,44.97,37.58,4.24,0.09274
FI,"Fiserv, Inc.",Technology,76070412288,142.03,142.13,144.05,139.25,7903985,5764047,0.915,23.401339,13.733072,3.0191364,238.59,128.22,,0.12457
F,Ford Motor Company,Consumer Cyclical,44855480320,11.47,11.48,11.49,11.255,51485112,91786183,1.501,9.024,6.445714,1.0048997,11.97,8.44,6.54,0.11497
FTNT,"Fortinet, Inc.",Technology,80276824064,104.82,104.98,106.21,104.12,2127965,4597539,1.063,43.160492,43.51867,41.097176,114.82,54.57,,2.05906
FTV,Fortive Corporation,Technology,17422350336,51.52,51.56,51.9,51.09,2487255,4461351,1.069,22.482456,12.292565,1.7020853,62.788242,45.504898,0.62,0.07695
FOXA,Fox Corporation,Communication Services,24291706880,56.67,56.75,57.0825,56.28,2199770,3697985,0.522,13.960397,15.120644,2.2046752,58.74,36.09,0.95,0.16621
FOX,Fox Corporation,Communication Services,24314292224,52.12,52.015,52.5,51.74,1133449,1231914,0.522,12.851485,22.093616,2.029552,55.0,33.72,1.04,0.16621
BEN,"Franklin Resources, Inc.",Financial Services,12964602880,24.82,24.73,24.8,24.56,2696261,4681531,1.47,35.753624,9.4884615,1.0498766,25.36,16.25,5.16,0.02799
FCX,"Freeport-McMoRan, Inc.",Basic Materials,62846099456,44.89,44.68,44.83,42.21,26369241,13417991,1.642,33.94574,20.273148,3.3669078,52.61,27.66,1.34,0.14645
GRMN,Garmin Ltd.,Technology,45508988928,235.63,236.83,237.64,234.74,571425,852313,0.981,31.140974,31.683645,5.5687494,246.5,160.71,1.53,0.19036
IT,"Gartner, Inc.",Technology,27128522752,356.64,356.74,357.3299,352.47,500182,776770,1.191,21.960749,26.722519,18.210798,584.01,352.29,,1.13185
GE,GE Aerospace,Industrials,286965661696,271.59,273.355,273.4399,267.46,4966059,6637437,1.379,38.60342,51.643127,14.997228,273.44,150.2,0.53,0.39567003
GEHC,GE HealthCare Technologies Inc.,Healthcare,35595976704,77.61,77.37,78.77,76.9808,3834297,4061896,1.289,16.331932,16.64668,3.874215,94.8,57.65,0.18,0.26444
GEV,GE Vernova Inc.,Industrials,176308584448,644.59,638.26,648.5178,631.16,2883696,3092204,,156.81839,93.86376,19.861387,651.22,150.01,0.16,0.11412
GEN,Gen Digital Inc.,Technology,18929420288,30.61,30.65,30.705,30.34,2030069,4553295,1.006,29.63107,12.457143,8.300244,31.72,22.74,1.63,0.29167998
GNRC,Generac Holdlings Inc.,Industrials,9184826368,156.96,156.97,157.09,154.34,994592,887401,1.725,27.130892,18.935446,3.719673,195.94,99.5,,0.13798
GD,General Dynamics Corporation,Industrials,84221706240,314.02,313.67,313.67,311.08,924784,1190932,0.472,21.041666,19.471394,3.5663843,322.5,239.2,1.91,0.17915002
GIS,"General Mills, Inc.",Consumer Defensive,27040036864,51.07,50.64,50.66,49.8,4957101,5504221,0.004,12.158537,10.606383,2.9392688,75.9,49.04,4.78,0.24590999
GM,General Motors Company,Consumer Cyclical,50888568832,53.4,53.215,53.935,53.03,6045636,10166273,1.323,8.160305,5.0567646,0.7707838,61.24,38.96,1.12,0.06955
GPC,Genuine Parts Company,Consumer Cyclical,18508974080,133.7,133.33,133.75,131.776,912148,1175636,0.751,22.864262,15.710744,3.9357016,149.22,104.01,3.08,0.17443001
GILD,"Gilead Sciences, Inc.",Healthcare,144545021952,116.2,114.4,114.75,112.68,5368689,7867103,0.307,24.412527,15.212651,7.343902,119.96,72.43,2.72,0.32654998
GPN,Global Payments Inc.,Industrials,20659075072,85.76,85.36,86.1,84.3324,1037578,2869331,0.945,13.70712,6.6179686,0.9342053,120.0,65.93,1.17,0.07102
GL,Globe Life Inc.,Financial Services,11073954816,135.13,134.76,135.12,133.23,597213,643049,0.561,10.7328005,9.901107,2.050467,138.41,86.1,0.8,
GDDY,GoDaddy Inc.,Technology,23658706944,165.97,166.0,167.09,164.93,1340526,1372565,1.055,31.99229,24.745155,118.43081,216.0,140.51,,2.45696
GS,"Goldman Sachs Group, Inc. (The)",Financial Services,222045487104,728.98,728.0,732.52,722.1701,999626,2216626,1.344,15.93241,17.412176,2.085579,732.52,437.37,2.19,0.12762
HAL,Halliburton Company,Energy,19473428480,22.45,22.55,23.015,22.5201,11172335,15480698,1.136,10.723004,7.0276923,1.8546488,34.97,18.72,3.03,0.18229
HIG,"The Hartford Insurance Group, I",Financial Services,34444648448,123.35,123.0,123.3569,120.95,1856665,1590075,0.685,12.087737,10.442722,2.0936296,132.09,103.96,1.69,0.18495001
HAS,"Hasbro, Inc.",Consumer Cyclical,10691842048,74.98,75.72,76.45,74.66,3564846,2265683,0.58,,17.223478,39.69823,78.83,49.0,3.73,-0.77416
HCA,"HCA Healthcare, Inc.",Healthcare,81925070848,334.32,332.075,341.19,331.7,1630487,1489831,1.48,14.308404,13.871284,-18.748074,417.14,289.98,0.86,136.31683
DOC,"Healthpeak Properties, Inc.",Real Estate,12230521856,17.6,17.63,17.64,17.21,13633731,6676875,1.006,75.04348,69.04,1.5128407,23.26,16.64,6.93,0.02138
HSIC,"Henry Schein, Inc.",Healthcare,8807852032,71.46,71.46,71.46,70.1,1693878,1660640,0.868,21.950155,13.55,2.6022086,82.49,60.56,,0.084680006
HSY,The Hershey Company,Consumer Defensive,37392592896,187.12,185.57,186.48,182.41,1533271,1876604,0.287,22.729065,21.97143,7.981318,208.03,140.13,2.93,0.37483
HPE,Hewlett Packard Enterprise Comp,Technology,27399153664,20.73,20.82,20.9271,20.67,21332073,18092500,1.364,20.076923,9.942857,1.1464968,24.66,11.965,2.51,0.06373
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,63636443136,273.65,273.16,273.62,270.075,1399648,1990772,1.25,41.56221,33.863583,-13.898907,279.46,196.04,0.22,
HOLX,"Hologic, Inc.",Healthcare,14638688256,66.5,66.18,66.45,65.59,1826037,3150459,0.555,27.60084,13.917374,3.169449,84.67,51.9,,0.11766
HD,"Home Depot, Inc. (The)",Consumer Cyclical,375316709376,375.34,373.74,381.08,373.0,3217856,3433314,1.004,25.64446,24.18141,47.183243,439.37,326.31,2.45,2.9951901
HON,Honeywell International Inc.,Industrials,142902624256,224.24,226.32,227.75,224.72,4821905,3584352,1.063,25.60637,20.443233,8.878546,242.77,179.36,2.02,0.33602002
HRL,Hormel Foods Corporation,Consumer Defensive,15699501056,29.24,29.105,29.11,28.54,2344561,3187363,0.33,20.992647,16.89349,1.9545423,33.8,27.59,3.97,0.09373
HST,"Host Hotels & Resorts, Inc.",Real Estate,11531036672,16.55,16.55,16.72,16.37,7309411,9704836,1.332,17.083334,16.907215,1.7108282,19.36,12.22,4.83,0.09996
HWM,Howmet Aerospace Inc.,Industrials,75959328768,189.52,190.12,190.435,187.17,1890933,3194322,1.43,61.695084,59.35962,16.048613,191.61,85.39,0.21,0.28295
HPQ,HP Inc.,Technology,24280207360,25.68,25.74,25.945,25.485,4424424,8603706,1.291,9.942308,7.180556,-19.07749,39.8,21.21,4.51,
HUBB,Hubbell Inc,Industrials,23393744896,442.54,446.26,445.235,435.25,1057180,599922,0.981,29.655617,24.735329,7.1729455,481.345,299.425,1.19,0.25917
HUM,Humana Inc.,Healthcare,27942844416,237.98,237.1,239.43,231.1,1500131,1766027,0.445,16.350283,13.748219,1.574163,406.09,206.87,1.49,0.10099
HBAN,Huntington Bancshares Incorpora,Financial Services,24392409088,16.84,16.84,16.8698,16.58,28845820,28912411,0.952,12.41791,12.41791,1.281676,18.45,11.92,3.68,0.10505
HII,"Huntington Ingalls Industries, ",Industrials,10299871232,264.82,265.0,265.195,261.13,249866,487204,0.3,18.911383,16.740433,2.157925,285.81,158.88,2.04,0.12271
IBM,International Business Machines,Technology,245185101824,259.72,260.3,264.0,259.62,5186552,4125673,0.68,42.38486,24.807728,8.913007,296.16,181.81,2.59,0.22665001
IEX,IDEX Corporation,Industrials,13932690432,185.69,186.0,186.62,184.185,385390,655467,1.036,29.321144,21.646711,3.5738091,238.22,153.36,1.53,0.12724
IDXX,"IDEXX Laboratories, Inc.",Healthcare,45559009280,565.19,563.13,570.36,560.46,613146,574562,1.54,52.4537,47.366222,31.588045,570.36,356.14,,0.59330004
ITW,Illinois Tool Works Inc.,Industrials,76278104064,261.7,261.4,262.17,259.42,516844,1010577,1.107,22.888206,24.300001,23.506918,279.13,214.66,2.29,1.07584
INCY,Incyte Corporation,Healthcare,13580871680,70.2,70.35,70.635,69.695,1926345,1831450,0.683,350.80002,11.426711,3.7070696,83.95,53.56,,0.0046900003
IR,Ingersoll Rand Inc.,Industrials,35613659136,88.27,88.27,88.665,87.65,1311781,2841209,1.428,43.696518,24.810736,3.3795068,106.03,65.61,0.09,0.081099994
PODD,Insulet Corporation,Healthcare,20568469504,290.22,290.74,294.105,290.21,397795,803478,1.347,52.756317,75.521965,15.454207,329.33,173.0,,0.37917998
INTC,Intel Corporation,Technology,90516357120,20.7,20.815,21.29,20.6501,85488800,80371737,1.145,,21.319588,0.92474174,30.91,17.67,,-0.18616
ICE,Intercontinental Exchange Inc.,Financial Services,104853086208,184.44,184.0,184.66,182.43,1947549,2472390,1.119,37.84472,27.120178,3.7506924,185.3,142.29,1.04,0.10421
IFF,International Flavors & Fragran,Basic Materials,19243081728,76.63,75.89,76.215,74.9275,1735633,1633032,1.054,,16.318872,1.4598413,106.77,65.85,2.09,-0.060349997
IP,International Paper Company,Consumer Cyclical,29298561024,55.68,55.49,56.0,55.34,3777253,4293750,0.974,47.435898,18.5,1.6191143,60.36,43.27,3.32,0.03006
IPG,"Interpublic Group of Companies,",Communication Services,9347107840,26.05,26.11,26.11,25.485,3130688,7662603,1.042,21.62712,9.28,2.518504,33.05,22.51,5.07,0.11933
INTU,Intuit Inc.,Technology,222803345408,785.95,786.0,800.4872,783.0,1932936,1652545,1.277,65.14926,35.930275,11.076089,800.5,532.65,0.53,0.17839001
ISRG,"Intuitive Surgical, Inc.",Healthcare,177069719552,495.86,497.99,502.81,493.38,2469497,1715114,1.647,68.699585,62.843513,9.92007,616.0,425.0,,0.1604
IVZ,Invesco Ltd,Financial Services,9669279744,21.81,21.76,21.81,21.48,4262961,5999767,1.443,23.311829,11.4709,0.69697165,21.84,11.6,3.85,0.03848
INVH,Invitation Homes Inc.,Real Estate,19559204864,31.91,31.81,31.875,31.2025,3722367,3306619,0.799,41.078945,42.189186,1.9688464,37.8,29.37,3.64,0.048070002
IQV,"IQVIA Holdings, Inc.",Healthcare,33619200000,199.17,198.68,201.21,196.855,1883433,2506901,1.307,28.702467,16.384424,5.8185244,252.88,134.65,,0.19792
IRM,Iron Mountain Incorporated (Del,Real Estate,28914311168,99.34,99.19,99.22,97.63,578222,1539354,1.102,239.0244,50.0,-41.385136,130.24,72.33,3.16,
JBHT,"J.B. Hunt Transport Services, I",Industrials,14364047360,149.31,149.16,150.92,147.23,1099052,1114519,1.29,27.029144,20.667131,3.9296117,200.4,122.79,1.18,0.14328
JBL,Jabil Inc.,Technology,24124237824,222.55,221.96,224.79,220.42,824362,1400463,1.202,42.817142,22.456543,18.773174,229.16,95.85,0.14,0.32388002
JKHY,"Jack Henry & Associates, Inc.",Technology,12770470912,176.35,180.27,176.56,175.14,389603,579103,0.722,29.82653,27.75,6.2709627,196.0,160.23,1.32,0.22494
J,Jacobs Solutions Inc.,Industrials,17215950848,143.45,143.95,144.49,142.3201,337881,750446,0.761,47.28713,21.545864,4.463273,149.0495,105.178215,0.89,0.06804
JNJ,Johnson & Johnson,Healthcare,400314269696,168.3,167.86,167.94,165.08,8008141,8288277,0.4,17.796574,15.681131,5.097991,169.99,140.68,3.09,0.30212
JCI,Johnson Controls International ,Industrials,73385394176,111.73,112.0,112.63,111.01,5843774,4652700,1.33,33.69184,26.615751,4.643184,112.63,64.31,1.32,0.13137001
JPM,JP Morgan Chase & Co.,Financial Services,828946907136,298.62,297.66,299.43,296.82,4443809,8534740,1.094,15.296411,17.8184,2.4346406,299.59,190.9,1.88,0.16211
K,Kellanova,Consumer Defensive,27682263040,79.83,79.8,79.88,79.745,1645342,3641165,0.289,20.098236,66.49166,7.071074,83.22,56.62,2.86,0.38149
KVUE,Kenvue Inc.,Consumer Defensive,42929188864,22.84,22.63,22.74,22.35,7009751,18891083,0.783,39.928574,18.32787,4.26799,25.17,18.105,3.59,0.10216
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,44787765248,33.27,33.45,33.52,32.915,10204070,11551162,0.484,29.176992,16.082928,1.7925298,38.28,30.12,2.77,0.06181
KEY,KeyCorp,Financial Services,20513579008,18.57,18.57,18.63,18.32,30893463,16853583,1.088,,11.820514,1.2078339,20.04,12.73,4.42,0.0101499995
KEYS,Keysight Technologies Inc.,Technology,28673359872,166.45,166.49,167.365,165.83,651967,890101,1.096,39.10798,23.902441,5.225519,186.2,119.72,,0.14297
KMB,Kimberly-Clark Corporation,Consumer Defensive,42094178304,127.38,127.93,127.515,126.355,1909089,2341663,0.364,17.283379,16.626474,38.233875,150.45,124.1,3.96,2.0706
KIM,Kimco Realty Corporation (HC),Real Estate,14578488320,21.78,21.74,21.81,21.48,2069060,4254759,1.26,28.355263,30.785713,1.383006,25.83,17.93,4.59,0.05208
KMI,"Kinder Morgan, Inc.",Energy,60462796800,27.39,27.58,27.64,27.13,11838848,13692555,0.751,22.303278,21.595238,1.9650465,31.48,19.68,4.27,0.08875
KKR,KKR & Co. Inc.,Financial Services,140770689024,152.16,152.37,152.93,151.636,2029788,3757009,1.882,65.8658,25.065897,5.4217296,170.4,86.15,0.49,0.07145
KLAC,KLA Corporation,Technology,122078281728,902.09,917.36,931.94,915.0001,835091,1104501,1.416,33.55689,28.127666,30.483093,945.87,551.33,0.84,1.04097
KHC,The Kraft Heinz Company,Consumer Defensive,33944072192,28.68,28.57,28.57,28.05,10062119,14413026,0.219,13.078703,9.201955,0.6796911,36.53,25.44,5.58,0.0535
KR,Kroger Company (The),Consumer Defensive,45831331840,71.46,71.39,71.4327,69.115,6516859,7300890,0.579,18.888283,15.135371,5.6184144,74.11,50.69,1.96,0.24239
LHX,"L3Harris Technologies, Inc.",Industrials,50416492544,269.28,270.6,270.8899,267.7524,980053,1503800,0.749,30.14206,18.726198,2.6126878,280.03,193.09,1.78,0.08926
LH,Labcorp Holdings Inc.,Healthcare,21709852672,264.96,262.88,263.85,259.795,530671,772700,0.799,28.905077,16.347067,2.5623264,283.47,209.38,1.09,0.092609994
LRCX,Lam Research Corporation,Technology,126146813952,96.96,98.8,99.53,97.915,8152017,10061544,1.69,27.470753,23.09602,13.303656,102.59,56.32,0.95,0.53138
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,8249404928,60.86,60.25,60.565,59.17,2310255,2160870,0.448,23.688,11.891566,4.7451925,83.981,47.87,2.43,0.20264
LVS,Las Vegas Sands Corp.,Consumer Cyclical,37090902016,52.41,52.8,53.125,52.03,6640934,5463906,1.026,26.510101,19.087273,18.112492,56.61,30.18,1.91,0.54145
LDOS,"Leidos Holdings, Inc.",Technology,20640092160,163.25,163.22,163.34,158.98,738045,1168129,0.654,16.148037,15.344499,4.848366,202.9,123.62,0.98,0.30945998
LEN,Lennar Corporation,Consumer Cyclical,29938683904,115.33,114.93,117.87,114.156,2230954,3019681,1.347,9.614239,7.195787,1.3322474,187.6089,98.42,1.73,0.13258
LII,"Lennox International, Inc.",Industrials,22986043392,660.82,663.56,663.9,648.05,444297,379104,1.132,27.978622,28.014553,25.53037,689.44,500.1,0.79,1.12944
LLY,Eli Lilly and Company,Healthcare,729581092864,812.69,812.65,820.045,802.57,2585832,3780065,0.398,66.238525,35.6624,48.5789,972.53,677.09,0.74,0.77278
LIN,Linde plc,Basic Materials,222600708096,472.89,469.26,471.35,466.035,1283581,1815627,0.965,34.37206,27.57876,5.7927804,487.49,408.65,1.27,0.17013
LYV,"Live Nation Entertainment, Inc.",Communication Services,35479658496,153.06,152.83,153.215,150.58,1125529,2565878,1.456,51.891525,63.2562,329.2043,157.75,87.33,,0.68505996
LKQ,LKQ Corporation,Consumer Cyclical,8102156288,32.17,32.13,32.255,31.2411,4075962,2387219,0.941,11.492701,8.698895,1.2430917,44.82,30.06,3.73,0.11208
LMT,Lockheed Martin Corporation,Industrials,98368135168,421.17,425.9,428.86,421.18,2403846,1684436,0.276,23.64422,14.988972,18.326302,618.95,410.11,3.13,0.73056
L,Loews Corporation,Financial Services,18956607488,91.66,91.43,91.73,90.26,388025,797683,0.701,14.819673,31.172413,1.1061081,93.23,75.16,0.27,0.07998
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,128895139840,226.8,226.75,231.85,225.5,3301995,2714634,0.905,19.023159,18.209818,-9.71734,287.01,206.39,2.12,
LULU,lululemon athletica inc.,Consumer Cyclical,25958526976,219.43,220.32,220.7,216.39,2352195,3070434,1.176,14.734014,14.507032,6.0603266,423.32,216.33,,0.42488998
LYB,LyondellBasell Industries NV,Basic Materials,20209633280,64.01,63.89,64.0,62.5,4636489,3960278,0.839,21.757786,7.3031363,1.663272,100.46,51.11,8.56,0.07437
MTB,M&T Bank Corporation,Financial Services,31164180480,193.77,193.73,194.29,192.54,889766,1176032,0.617,12.590791,11.925674,1.1630136,225.7,150.75,2.79,0.094890006
MPC,Marathon Petroleum Corporation,Energy,53701009408,171.57,172.7,174.955,171.8701,744408,2506855,0.86,24.077135,17.137255,3.2943215,183.31,115.1,2.12,0.15524
MKTX,"MarketAxess Holdings, Inc.",Financial Services,7787977728,211.45,210.3,211.16,207.3425,345470,464693,0.844,36.11652,25.233294,5.791132,296.68,186.84,1.44,0.16254
MAR,Marriott International,Consumer Cyclical,75537776640,279.11,278.68,280.0,275.61,1484341,1463218,1.411,31.375427,26.017925,-23.940104,307.52,204.55,0.96,
MMC,"Marsh & McLennan Companies, Inc",Financial Services,101407285248,210.4,209.46,209.6925,205.89,2007749,2221677,0.796,24.762306,21.873806,6.432269,248.0,205.89,1.71,0.28408
MLM,"Martin Marietta Materials, Inc.",Basic Materials,34717155328,585.73,585.02,584.679,572.67,271636,404809,0.872,33.001717,27.633398,3.8226354,633.23,441.95,0.54,0.1187
MAS,Masco Corporation,Industrials,14238584832,67.75,67.63,68.36,67.085,1526095,2163454,1.187,18.442623,15.271493,-56.06312,86.7,56.55,1.83,11.165561
MA,Mastercard Incorporated,Financial Services,516044849152,568.22,567.37,571.58,566.22,2492161,2719409,1.025,39.851334,34.69353,77.517395,594.71,439.59,0.54,1.8770399
MTCH,"Match Group, Inc.",Communication Services,8474993152,34.56,34.5,34.69,34.1,3851905,4474440,1.362,17.165829,13.774194,-46.47619,38.84,26.39,2.2,
MKC,"McCormick & Company, Incorporat",Consumer Defensive,19218333696,71.57,71.17,72.72,70.895,1590350,2355514,0.685,24.951221,22.951923,3.4309123,86.24,69.98,2.52,0.14122
MCD,McDonald's Corporation,Consumer Cyclical,213952184320,298.47,297.06,299.91,294.99,3069319,3532862,0.527,26.386244,23.728786,-61.93749,326.32,260.31,2.37,
MCK,McKesson Corporation,Healthcare,88217198592,711.82,716.5,716.5,701.315,583907,819029,0.48,27.481712,19.187178,-42.567505,737.89,464.42,0.4,
MDT,Medtronic plc.,Healthcare,117837488128,92.94,92.72,92.75,91.87,3545211,7873609,0.82,25.476456,15.721368,2.455021,96.25,78.97,3.06,0.09508
MRK,"Merck & Company, Inc.",Healthcare,211077169152,84.71,84.47,84.965,83.87,12846936,14926014,0.4,12.218022,8.9425535,4.375846,123.94,73.31,3.82,0.39293
META,"Meta Platforms, Inc.",Communication Services,1804358778880,712.68,715.09,724.7352,712.68,8670019,12628760,1.284,28.043377,28.364822,9.785375,747.9,450.8,0.29,0.39835
MET,"MetLife, Inc.",Financial Services,52133003264,78.56,78.41,78.5375,77.31,2275687,2777355,0.832,12.689544,8.014448,1.9018466,89.05,65.21,2.89,0.15982
MTD,"Mettler-Toledo International, I",Healthcare,26207735808,1263.99,1252.22,1275.87,1250.87,139681,183206,1.374,31.470676,29.601645,-144.01897,1546.93,946.69,,
MGM,MGM Resorts International,Consumer Cyclical,10494065664,38.44,38.4,39.29,38.4,4650869,4939601,1.768,17.214287,16.765219,3.7789102,43.99,25.3,,0.2582
MCHP,Microchip Technology Incorporat,Technology,38063276032,69.21,67.75,71.08,69.345,6746063,9328381,1.506,,27.126925,5.3679886,89.59,34.13,2.63,-7e-05
MU,"Micron Technology, Inc.",Technology,124514328576,111.26,111.83,112.0,109.86,12837402,21713713,1.349,20.045044,8.644134,2.453088,129.85,61.54,0.41,0.13109
MSFT,Microsoft Corporation,Technology,3809176715264,513.71,512.465,515.0,510.135,14247585,19951785,1.033,39.57529,34.280937,11.836028,518.29,344.79,0.65,0.3361
MAA,Mid-America Apartment Communiti,Real Estate,17939623936,151.65,151.24,151.64,149.19,463433,923909,0.751,31.049898,35.987953,2.9348767,173.38,139.6,4.0,0.09368
MRNA,"Moderna, Inc.",Healthcare,13114421248,34.15,34.34,34.7,33.702,5574600,10899393,1.847,,-3.8977013,1.3037293,125.68,23.15,,-0.29341
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,7502964224,120.9,120.32,122.57,118.96,1095939,832009,1.186,15.9362545,10.762332,0.90013057,164.29,96.24,,0.05947
MOH,Molina Healthcare Inc,Healthcare,8899098624,165.02,164.52,166.745,162.0,2123053,1060980,0.554,8.096153,6.3862314,1.9261858,365.23,156.36,,0.23924999
TAP,Molson Coors Beverage Company,Consumer Defensive,10101460992,51.19,50.65,50.885,49.6338,1996422,2618380,0.687,10.044266,8.418213,0.77261186,64.66,46.94,3.67,0.07989
MDLZ,"Mondelez International, Inc.",Consumer Defensive,90093576192,70.58,70.21,70.23,69.19,7981825,7119452,0.491,25.86617,20.285715,3.4940245,76.06,53.95,2.66,0.13302
MPWR,"Monolithic Power Systems, Inc.",Technology,35361771520,714.68,725.52,741.07,721.72,522806,595798,1.202,19.684168,42.988937,10.823149,959.64,438.86,0.87,0.67946
MNST,Monster Beverage Corporation,Consumer Defensive,58719563776,60.66,60.39,60.5301,59.67,3589503,5589131,0.589,39.611843,32.19786,9.005384,64.45,43.32,,0.20004
MCO,Moody's Corporation,Financial Services,91024695296,512.95,511.33,515.71,507.005,351023,664786,1.378,43.19149,38.1006,23.05037,531.93,378.71,0.73,0.5302
MS,Morgan Stanley,Financial Services,228711858176,143.01,143.04,143.14,142.02,2613738,5726545,1.3,16.163265,17.9773,2.3599913,145.16,90.94,2.8,
MOS,Mosaic Company (The),Basic Materials,11559897088,36.9,36.67,36.84,36.23,2372579,5337670,1.131,31.413794,14.813007,0.98207784,38.23,22.36,2.38,0.03285
MSI,"Motorola Solutions, Inc.",Technology,71768875008,428.0,427.09,430.5,425.4025,957040,931940,0.955,35.89065,29.269571,43.731693,507.82,388.9,1.02,1.86885
MSCI,MSCI Inc.,Financial Services,42766708736,546.29,542.46,556.91,544.75,1513133,591290,1.315,36.632866,32.440723,-48.257526,642.45,486.74,1.32,
NDAQ,"Nasdaq, Inc.",Financial Services,54590857216,94.84,94.85,95.55,94.55,5105979,3706837,1.018,36.592308,30.299362,4.622935,95.55,64.33,1.14,0.13254
NTAP,"NetApp, Inc.",Technology,21421129728,104.94,105.09,107.13,105.36,1177160,2048554,1.415,18.85538,14.104222,20.662931,135.45,71.84,1.98,1.08509
NFLX,"Netflix, Inc.",Communication Services,499118080000,1180.49,1182.44,1197.7899,1168.53,3438880,3471242,1.596,50.004257,49.394447,20.003065,1341.15,587.04,,0.43548
NEM,Newmont Corporation,Basic Materials,72222900224,65.75,64.82,65.05,62.66,11797272,12647681,0.348,11.899066,16.62141,2.1826785,66.57,36.86,1.52,0.20285
NWSA,News Corporation,Communication Services,17377142784,29.53,29.35,29.535,29.33,2202992,3196780,1.244,35.817074,27.70755,2.0287352,30.75,23.38,0.68,0.067150004
NWS,News Corporation,Communication Services,17487360000,33.69,33.69,33.78,33.56,547470,663624,1.244,41.121952,34.496162,2.329212,35.41,26.04,0.59,0.067150004
